USSCIDN,OFFGUIDE,SENTRNGE,MNTHDEPT,PCNTDEPT,SENTTCAP,SENSPCAP
2375235,10,8,11,19.298245614,46,46
2375236,17,3,8,100,,0
2375237,10,8,41,100,,0
2375238,17,5,10,33.333333333,20,20
2375239,17,0,,,27,27
2375240,10,0,,,24,24
2375241,17,3,1.54,25.666666667,4.46,4.46
2375242,10,0,,,120,120
2375243,1,0,,,,0
2375244,1,0,,,21,21
2375245,17,0,,,30,30
2375246,10,0,,,63,63
2375247,10,0,,,135,135
2375248,17,0,,,3.36,3.36
2375249,29,0,,,37,37
2375250,17,3,10,100,,0
2375251,29,0,,,18,18
2375252,10,8,30,27.777777778,78,78
2375253,29,0,,,18,18
2375254,17,3,10,55.555555556,8,8
2375255,7,2,61,62.886597938,36,36
2375256,21,2,97,89.814814815,4,11
2375257,16,0,,,63,63
2375258,17,0,,,11.53,11.53
2375259,10,3,16,53.333333333,14,14
2375260,10,8,1.97,13.133333333,13.03,13.03
2375261,4,6,1.88,31.333333333,7.88,7.88
2375262,17,0,,,12,12
2375263,17,0,,,3.95,3.95
2375264,17,0,,,2.49,2.49
2375265,17,3,6,25,18,18
2375266,17,0,,,12.2,12.2
2375267,17,3,6,13.043478261,40,40
2375268,1,0,,,,0
2375269,10,8,27,47.368421053,30,30
2375270,17,3,5.97,33.166666667,12.03,12.03
2375271,10,0,,,46,46
2375272,21,4,16,34.782608696,30,30
2375273,21,2,61,87.142857143,3,9
2375274,1,0,,,6,6
2375275,1,8,21,100,,0
2375276,17,3,3,10,27,27
2375277,17,3,2,20,8,8
2375278,17,0,,,,6
2375279,10,3,25,32.467532468,52,52
2375280,13,0,,,30,30
2375281,17,0,,,10,10
2375282,4,0,,,444,444
2375283,17,0,,,16,16
2375284,17,0,,,24,24
2375285,10,8,20,28.571428571,50,50
2375286,21,0,,,24,24
2375287,10,3,24,47.058823529,27,27
2375288,1,2,21,100,,0
2375289,26,0,,,141,141
2375290,17,0,,,15,15
2375291,13,0,,,24,24
2375292,10,3,27,47.368421053,30,30
2375293,17,0,,,27,27
2375294,10,6,2,9.5238095238,23,23
2375295,27,0,,,120,120
2375296,10,8,1,0.5524861878,180,180
2375297,13,8,2,20,,8
2375298,17,0,,,2,2
2375299,10,8,40,57.142857143,30,30
2375300,13,0,,,30,30
2375301,13,7,10,14.285714286,60,60
2375302,17,3,4,40,6,6
2375303,10,2,110,72.847682119,41,41
2375304,16,2,37,19.680851064,151,151
2375305,10,8,16,28.070175439,41,41
2375306,10,8,27,47.368421053,30,30
2375307,17,0,,,0.72,0.72
2375308,10,8,6,25,18,18
2375309,17,0,,,30,30
2375310,17,0,,,1.02,1.02
2375311,16,0,,,30,30
2375312,17,3,6,25,18,18
2375313,10,2,14,37.837837838,23,23
2375314,25,0,,,8,8
2375315,17,0,,,3.66,3.66
2375316,10,2,33.97,73.847826087,12.03,12.03
2375317,10,8,82,31.297709924,180,180
2375318,16,8,9.64,96.4,0.36,0.36
2375319,16,0,,,63,63
2375320,16,0,,,11,17
2375321,10,0,,,70,70
2375322,17,0,,,21,21
2375323,4,6,8,24.242424242,41,41
2375324,17,3,5,50,5,5
2375325,26,7,46,65.714285714,24,24
2375326,17,0,,,8,8
2375327,17,0,,,15,15
2375328,10,2,35,50,35,35
2375329,13,0,,,12.03,12.03
2375330,10,0,,,156,156
2375331,17,0,,,10.33,10.33
2375332,17,0,,,16,16
2375333,10,8,32,12.903225806,216,216
2375334,10,7,19,51.351351351,18,18
2375335,17,0,,,1.25,1.25
2375336,17,8,3,30,7,7
2375337,16,8,,,4,12
2375338,16,8,4.01,14.851851852,19.99,22.99
2375339,10,2,60,50,60,60
2375340,10,2,34,48.571428571,36,36
2375341,17,0,,,2.43,2.43
2375342,17,0,,,1.26,1.26
2375343,16,0,,,,0
2375344,7,4,37,38.144329897,60,60
2375345,17,0,,,1.07,1.07
2375346,17,8,3,20,12,12
2375347,10,0,,,36,36
2375348,16,0,,,,0
2375350,10,0,,,,0
2375351,16,5,2,50,2,2
2375352,30,0,,,,0
2375354,17,8,5.97,33.166666667,12.03,12.03
2375355,10,2,142,54.198473282,120,120
2375356,29,0,,,27,27
2375357,30,0,,,,0
2375358,16,0,,,24,24
2375359,26,0,,,192,192
2375360,9,,,,,0
2375361,10,0,,,151,151
2375362,10,2,19,51.351351351,18,18
2375363,10,8,16,28.070175439,41,41
2375364,27,0,,,120,120
2375365,10,0,,,57,57
2375366,17,0,,,0.69,0.69
2375368,30,0,,,,0
2375369,17,0,,,30,30
2375370,10,8,4,10.810810811,33,33
2375371,25,7,14,77.777777778,4,4
2375372,10,0,,,130,130
2375373,21,8,47,20,188,188
2375374,17,0,,,,0
2375375,10,0,,,48,48
2375376,10,0,,,10.16,10.16
2375377,10,8,60,100,,0
2375379,17,8,6,40,9,9
2375380,17,0,,,0.0328515112,0.0328515112
2375381,11,8,6,100,,0
2375382,7,0,,,262,262
2375383,13,0,,,70,70
2375384,17,3,4,50,4,4
2375385,17,0,,,,0
2375386,17,0,,,4.13,4.13
2375387,10,0,,,78,78
2375388,30,0,,,,0
2375389,17,3,3.7,61.666666667,2.3,2.3
2375390,17,0,,,0.0328515112,0.0328515112
2375392,16,5,6,100,,0
2375393,10,8,53,28.191489362,135,135
2375394,29,0,,,21,21
2375395,10,0,,,,6
2375396,16,0,,,46,46
2375397,10,8,10,27.027027027,27,27
2375398,10,3,11.967148489,99.726237407,0.0328515112,0.0328515112
2375399,10,2,44,57.142857143,33,33
2375400,1,7,10,100,,0
2375401,13,0,,,10,10
2375402,27,8,22,8.3969465649,240,240
2375403,10,0,,,295,295
2375404,7,8,48,28.571428571,120,120
2375405,17,0,,,10,10
2375406,10,4,54,25.714285714,156,156
2375407,16,8,,,0.03,0.03
2375408,13,0,,,12.46,12.46
2375409,13,0,,,57,57
2375410,13,0,,,27,27
2375411,20,5,23,29.87012987,54,54
2375412,9,0,,,,0
2375413,17,8,3,12.5,21,21
2375414,26,0,,,125,125
2375415,10,8,50.967148489,99.935585272,0.0328515112,0.0328515112
2375416,10,8,26,41.26984127,37,37
2375417,22,0,,,470,470
2375418,24,0,,,41,41
2375419,17,0,,,13,13
2375420,16,8,6,100,,0
2375421,17,0,,,8,8
2375422,26,8,6,20,24,24
2375423,17,0,,,41,41
2375424,16,8,37,38.144329897,60,60
2375425,13,8,9,15.789473684,48,48
2375426,10,0,,,15,15
2375427,10,0,,,30,30
2375428,22,0,,,470,470
2375429,13,0,,,37,37
2375430,17,0,,,0.0328515112,0.0328515112
2375431,10,8,12,100,,0
2375432,16,8,6,12.5,42,42
2375433,13,7,47,34.306569343,90,90
2375434,23,0,,,240,240
2375435,30,0,,,0.0328515112,0.0328515112
2375436,17,0,,,2.33,2.33
2375437,10,2,17,22.077922078,60,60
2375438,10,2,83,69.166666667,37,37
2375439,8,4,6,100,,0
2375440,10,2,112,38.356164384,180,180
2375441,25,0,,,12.03,12.03
2375442,30,0,,,0.0328515112,0.0328515112
2375443,16,0,,,27,27
2375444,30,0,,,0.0328515112,0.0328515112
2375445,19,0,,,165,165
2375446,10,8,17.967148489,59.890494963,0.0328515112,12.032851511
2375447,21,2,108,100,,0
2375448,26,8,18,23.076923077,60,60
2375449,26,7,31,20.529801325,120,120
2375450,17,0,,,2.17,2.17
2375451,11,0,,,,12
2375452,15,7,10,33.333333333,20,20
2375453,17,0,,,2.36,2.36
2375454,17,0,,,0.0328515112,0.0328515112
2375455,7,8,67,44.370860927,84,84
2375456,10,7,6,25,18,18
2375457,13,0,,,84,84
2375458,17,0,,,8,8
2375459,17,0,,,2.76,2.76
2375460,13,0,,,21,21
2375461,17,3,4,50,4,4
2375462,13,2,8,19.512195122,33,33
2375463,16,8,88,58.278145695,63,63
2375464,25,2,3,12.5,21,21
2375465,26,0,,,92,92
2375466,17,0,,,7,7
2375467,17,0,,,12.03,12.03
2375468,15,8,5,23.80952381,16,16
2375469,13,0,,,84,84
2375470,10,7,10,21.739130435,36,36
2375471,10,2,20,17.094017094,97,97
2375472,16,8,9,20,36,36
2375473,21,7,10,14.285714286,60,60
2375474,10,3,6.9,46,8.1,8.1
2375475,10,0,,,13,13
2375476,16,2,30,47.619047619,33,33
2375477,10,8,9,50,9,9
2375478,17,3,14,46.666666667,16,16
2375479,17,5,3,14.285714286,18,18
2375480,17,1,33,122.22222222,60,60
2375481,13,0,,,87,87
2375482,10,8,22,8.3969465649,240,240
2375483,1,8,4,100,,0
2375484,29,4,10,100,,0
2375485,17,3,6,22.222222222,21,21
2375486,17,0,,,1.64,1.64
2375487,17,0,,,3,3
2375488,10,0,,,48,48
2375489,30,0,,,,0
2375490,10,0,,,87,87
2375491,16,,,,,0
2375492,10,2,68.62,98.028571429,1.38,1.38
2375493,17,0,,,1.1,1.1
2375494,29,4,10,100,,0
2375495,10,2,3,4.7619047619,60,60
2375496,17,3,3.73,62.166666667,2.27,2.27
2375497,10,2,33,52.380952381,30,30
2375498,17,0,,,7.79,7.79
2375499,25,0,,,18,18
2375500,17,0,,,1.36,1.36
2375501,17,0,,,24,24
2375502,10,2,80,22.222222222,280,280
2375503,21,0,,,46,46
2375504,4,0,,,41,41
2375505,30,,,,,0
2375506,10,8,80,27.397260274,212,212
2375507,13,0,,,180,180
2375508,17,0,,,0.79,0.79
2375509,30,0,,,,0
2375510,10,2,18,25.714285714,52,52
2375511,17,0,,,,0
2375512,10,8,31,20.529801325,120,120
2375513,10,3,10,55.555555556,8,8
2375514,7,0,,,97,97
2375515,17,0,,,21,21
2375516,10,8,15,62.5,9,9
2375517,17,0,,,4.03,4.03
2375518,17,0,,,1.26,1.26
2375519,17,0,,,1.82,1.82
2375520,21,5,83,44.14893617,105,105
2375521,10,0,,,135,135
2375522,27,8,120,50,120,120
2375523,6,0,,,9,15
2375525,13,0,,,120,120
2375526,17,8,2.97,19.8,12.03,12.03
2375527,10,0,,,180,180
2375528,9,0,,,5,5
2375529,17,5,6,25,18,18
2375530,16,0,,,51,51
2375531,17,8,1,12.5,7,7
2375532,10,0,,,70,70
2375533,8,0,,,,0
2375534,10,2,59.967148489,99.945247481,0.0328515112,0.0328515112
2375535,17,0,,,0.79,0.79
2375536,17,0,,,6.43,6.43
2375537,13,0,,,70,70
2375538,26,5,6,6.5217391304,86,86
2375539,7,0,,,235,235
2375540,9,,,,8,8
2375541,10,0,,,51,51
2375542,10,7,3,4.7619047619,60,60
2375543,17,4,11,52.380952381,10,10
2375544,16,0,,,0.03,0.03
2375545,9,,,,6,6
2375546,1,0,,,30,30
2375547,17,8,6,100,,0
2375548,10,3,15,50,15,15
2375549,7,7,54,35.761589404,97,97
2375550,7,8,6,7.6923076923,72,72
2375551,17,0,,,,0
2375552,16,8,11.967148489,49.863118703,0.0328515112,12.032851511
2375553,17,3,4,50,4,4
2375554,13,0,,,188,188
2375555,10,8,10,100,,0
2375556,16,0,,,,0
2375557,26,7,88,58.278145695,63,63
2375558,16,5,10,100,,0
2375559,25,0,,,8.72,8.72
2375560,17,0,,,12.03,12.03
2375561,10,2,36.967148489,99.911212132,0.0328515112,0.0328515112
2375562,10,0,,,120,120
2375563,30,0,,,30,30
2375564,17,8,6,75,2,2
2375565,17,0,,,1.15,1.15
2375566,16,0,,,18,18
2375567,26,8,3,2.7027027027,108,108
2375568,10,2,13,18.571428571,57,57
2375569,13,0,,,18,18
2375570,17,0,,,,0
2375571,17,0,,,12.03,12.03
2375572,16,0,,,,0
2375573,17,0,,,9.56,9.56
2375574,10,0,,,60,60
2375575,21,0,,,63,63
2375576,10,8,55,36.42384106,96,96
2375577,10,4,18,35.294117647,33,33
2375578,17,0,,,4.46,4.46
2375579,17,0,,,3.07,3.07
2375580,10,2,24,38.095238095,39,39
2375581,10,3,21,41.176470588,30,30
2375582,10,8,27,31.034482759,60,60
2375583,11,0,,,,0
2375584,10,2,84,77.777777778,24,24
2375585,10,3,46,65.714285714,24,24
2375586,22,2,,,276,276
2375587,22,2,144,40,216,216
2375588,29,2,15,100,,0
2375589,13,0,,,100,100
2375590,10,7,34,48.571428571,36,36
2375591,17,0,,,18,18
2375592,26,8,16,16,84,84
2375593,10,0,,,6,12
2375594,10,0,,,66,66
2375595,10,0,,,70,70
2375596,17,0,,,6,6
2375597,17,8,2.97,19.8,12.03,12.03
2375598,17,4,8,44.444444444,10,10
2375599,10,0,,,470,470
2375600,16,8,,,3,21
2375601,10,8,14,34.146341463,27,27
2375602,16,2,6,40,1,9
2375603,17,0,,,10,10
2375604,21,8,17.97,59.9,12.03,12.03
2375605,13,0,,,21,21
2375606,7,8,91,60.264900662,60,60
2375607,17,0,,,18,18
2375608,10,8,4,40,,6
2375609,17,0,,,0.92,0.92
2375610,17,0,,,28,28
2375611,17,0,,,6,6
2375612,10,0,,,21,21
2375613,17,0,,,7,7
2375614,17,1,10,71.428571429,24,24
2375615,17,8,6,20,24,24
2375616,17,0,,,18,18
2375617,17,0,,,21,21
2375618,17,0,,,21,21
2375619,17,0,,,51,51
2375620,7,7,61,50.41322314,60,60
2375622,27,8,33.967148489,73.84162715,0.0328515112,12.032851511
2375623,10,0,,,60,60
2375624,17,5,2,20,8,8
2375625,7,8,48,28.571428571,120,120
2375626,23,8,28,60.869565217,18,18
2375627,10,2,34.24,60.070175439,22.76,22.76
2375628,17,0,,,10,10
2375629,27,5,106,40.458015267,156,156
2375630,10,2,11,21.568627451,40,40
2375631,17,0,,,12.03,12.03
2375632,15,0,,,12,12
2375633,17,8,2,25,6,6
2375635,16,0,,,27,27
2375636,16,8,30,38.461538462,48,48
2375638,17,0,,,10,10
2375639,10,6,36,24.489795918,183,183
2375640,13,0,,,30,30
2375641,10,8,25,43.859649123,32,32
2375642,17,0,,,2.5,2.5
2375643,13,0,,,18,18
2375644,23,0,,,6,10
2375645,17,5,2,13.333333333,13,13
2375646,17,0,,,16,16
2375647,10,8,26,56.52173913,20,20
2375648,16,0,,,,0
2375649,10,2,91,60.264900662,60,60
2375650,7,8,45,71.428571429,18,18
2375651,13,0,,,21,21
2375652,17,3,6,25,18,18
2375653,29,8,5.97,33.166666667,12.03,12.03
2375654,16,2,26,50.980392157,25,25
2375655,10,7,21,36.842105263,36,36
2375656,10,8,19,51.351351351,18,18
2375657,21,8,12,100,,0
2375658,10,0,,,120,120
2375659,10,3,45,64.285714286,25,25
2375660,13,0,,,1,1
2375661,7,0,,,108,108
2375662,10,8,55,23.404255319,180,180
2375663,17,0,,,8,8
2375664,17,0,,,10.56,10.56
2375665,16,2,27,31.034482759,60,60
2375666,10,2,71,65.740740741,37,37
2375667,7,7,81,53.642384106,70,70
2375668,17,3,9.9671484888,99.671484888,0.0328515112,0.0328515112
2375669,24,8,6,50,6,6
2375670,17,3,1.9671484888,98.357424442,0.0328515112,0.0328515112
2375671,10,3,33,47.142857143,37,37
2375672,1,0,,,22,22
2375673,17,3,4,40,6,6
2375674,17,3,2.97,19.8,12.03,12.03
2375675,17,3,12,57.142857143,9,9
2375676,17,0,,,1.07,1.07
2375677,27,8,150,41.666666667,210,210
2375678,10,3,33.97,73.847826087,12.03,12.03
2375679,26,0,,,100,100
2375680,22,8,19,12.582781457,132,132
2375681,10,2,37,52.857142857,33,33
2375682,21,2,91,48.404255319,97,97
2375683,10,3,33,47.142857143,37,37
2375684,13,0,,,70,70
2375685,10,7,142,54.198473282,120,120
2375686,30,8,6,22.222222222,21,21
2375687,17,0,,,15,15
2375688,13,8,14,15.217391304,78,78
2375689,17,0,,,14,14
2375690,10,3,37,52.857142857,33,33
2375691,17,0,,,57,57
2375692,10,0,,,57,57
2375693,10,3,22,47.826086957,24,24
2375694,13,8,7,18.918918919,30,30
2375695,16,8,15,100,,0
2375696,10,0,,,60,60
2375697,10,8,82,31.297709924,180,180
2375698,17,0,,,24,24
2375699,10,7,6,33.333333333,12,12
2375700,17,0,,,18,18
2375701,17,0,,,2.46,2.46
2375702,10,0,,,108,108
2375703,17,6,7,100,14,14
2375704,10,8,34,48.571428571,,36
2375705,17,0,,,8,8
2375706,16,2,60,100,,0
2375707,10,8,10,33.333333333,20,20
2375708,25,0,,,15,15
2375709,17,0,,,77,77
2375710,17,0,,,10,10
2375711,10,8,6,20,24,24
2375712,17,0,,,4.62,4.62
2375713,17,0,,,46,46
2375714,17,0,,,13.36,13.36
2375715,10,1,19,26.76056338,90,90
2375716,10,0,,,24,24
2375717,21,0,,,70,70
2375718,26,0,,,192,192
2375719,10,3,33,71.739130435,13,13
2375720,13,8,2.97,19.8,12.03,12.03
2375721,10,0,,,147,147
2375722,17,0,,,51,51
2375723,17,0,,,24,24
2375724,16,8,3,11.111111111,24,24
2375725,17,8,4,40,6,6
2375726,17,0,,,8,8
2375727,10,0,,,360,360
2375728,10,8,102,75.555555556,33,33
2375729,16,0,,,6,6
2375730,16,8,11,73.333333333,4,4
2375731,10,7,31,20.529801325,120,120
2375732,17,0,,,4.56,4.56
2375733,10,8,11.97,49.875,12.03,12.03
2375734,21,0,,,78,78
2375735,17,8,6,28.571428571,15,15
2375736,17,0,,,39,39
2375737,17,1,9,50,27,27
2375738,13,0,,,14,14
2375739,17,0,,,4.1,4.1
2375740,17,0,,,0.0328515112,0.0328515112
2375741,17,5,1.93,32.166666667,4.07,4.07
2375742,17,0,,,37,37
2375743,17,0,,,24,24
2375744,10,8,38,20.212765957,150,150
2375745,17,3,6,28.571428571,15,15
2375746,26,0,,,41,41
2375747,16,0,,,4,4
2375748,17,0,,,24,24
2375749,13,0,,,26,26
2375750,16,0,,,18,18
2375751,17,0,,,27,27
2375752,17,0,,,57,57
2375753,16,8,3,9.0909090909,30,30
2375754,17,0,,,37,37
2375755,10,8,19,27.142857143,51,51
2375756,17,8,45,78.947368421,12,12
2375757,17,0,,,9.82,9.82
2375758,16,8,44.97,78.894736842,12.03,12.03
2375759,10,0,,,60,60
2375760,10,3,18,35.294117647,33,33
2375761,10,6,35,94.594594595,72,72
2375762,17,0,,,6,12
2375763,13,0,,,37,37
2375764,13,0,,,27,27
2375765,10,3,8.97,42.714285714,12.03,12.03
2375766,16,5,15,29.411764706,36,36
2375767,21,0,,,12,12
2375768,10,0,,,24,24
2375769,17,3,6,28.571428571,15,15
2375770,10,0,,,6,10
2375771,16,0,,,,0
2375772,17,8,7,46.666666667,8,8
2375773,4,8,8,4.2553191489,180,180
2375774,10,8,12.67,70.388888889,5.33,5.33
2375775,17,0,,,8,8
2375776,17,0,,,14,14
2375777,17,0,,,2.56,2.56
2375778,17,0,,,10,10
2375779,17,0,,,0.72,0.72
2375780,17,0,,,8,8
2375781,10,7,3,5.2631578947,54,54
2375782,10,8,24.97,67.486486486,12.03,12.03
2375783,17,0,,,15,15
2375784,17,0,,,4.49,4.49
2375785,15,0,,,23.23,23.23
2375786,10,0,,,292,292
2375787,10,8,24,50,24,24
2375788,16,0,,,,6
2375789,17,0,,,3.33,3.33
2375790,17,0,,,0.76,0.76
2375791,17,0,,,3.2,3.2
2375792,10,4,29.97,99.9,0.03,0.03
2375793,10,7,1.97,13.133333333,13.03,13.03
2375794,7,8,63,46.666666667,72,72
2375795,10,8,59,39.072847682,92,92
2375796,1,8,5.9,49.166666667,0.1,6.1
2375797,10,0,,,92,92
2375798,26,6,203,112.15469613,384,384
2375799,17,3,4,16.666666667,20,20
2375800,10,3,4,22.222222222,14,14
2375801,4,0,,,37,37
2375802,10,2,44.74,87.725490196,6.26,6.26
2375803,10,8,55.54,92.566666667,4.46,4.46
2375804,16,0,,,33,33
2375805,17,2,12,40,18,18
2375806,17,0,,,0.89,0.89
2375807,10,5,15,11.111111111,120,120
2375808,10,5,15,11.111111111,120,120
2375809,16,0,,,6,6
2375810,16,0,,,6,6
2375811,13,0,,,30,30
2375812,10,8,16,16,84,84
2375813,10,0,,,12.03,12.03
2375814,10,4,7,10,63,63
2375815,24,8,2.97,19.8,12.03,12.03
2375816,10,8,98,27.222222222,262,262
2375817,17,0,,,2.03,2.03
2375818,17,0,,,1.03,1.03
2375821,10,8,15,11.111111111,120,120
2375822,10,1,1,1.6666666667,61,61
2375823,13,0,,,33,33
2375824,17,0,,,1.33,1.33
2375825,26,7,25,54.347826087,21,21
2375826,10,0,,,180,180
2375827,10,0,,,38,38
2375828,16,0,,,15,15
2375829,10,2,27,31.034482759,60,60
2375830,16,4,41,100,,0
2375831,10,5,46,100,,0
2375832,10,3,51,100,,0
2375833,17,0,,,4.2,4.2
2375834,10,8,36,70.588235294,15,15
2375835,10,0,,,12.03,12.03
2375836,10,0,,,156,156
2375837,10,0,,,132,132
2375838,26,0,,,84,84
2375839,10,2,25,20.661157025,96,96
2375840,16,8,8.97,59.8,0.03,6.03
2375841,17,7,6,75,2,2
2375842,24,8,7,25.925925926,20,20
2375843,1,0,,,8,8
2375844,16,8,6,60,4,4
2375845,7,8,11,21.568627451,40,40
2375846,16,0,,,63,63
2375847,13,8,10,21.739130435,36,36
2375848,17,0,,,3,3
2375849,17,8,21,36.842105263,36,36
2375850,9,0,,,1,1
2375851,16,8,3,9.0909090909,30,30
2375852,17,8,6,25,18,18
2375853,17,8,21,36.842105263,36,36
2375854,13,0,,,70,70
2375855,17,3,10,55.555555556,8,8
2375856,10,2,37,100,,0
2375857,10,0,,,120,120
2375858,16,0,,,64,64
2375859,7,7,96,26.666666667,264,264
2375860,10,5,55,23.404255319,180,180
2375861,16,6,5,50,15,15
2375862,10,2,72,60,48,48
2375863,10,4,1,0.826446281,120,120
2375864,10,7,11.97,49.875,12.03,12.03
2375865,10,0,,,120,120
2375866,10,8,13,10.743801653,108,108
2375867,17,0,,,1.3,1.3
2375868,27,0,,,326,326
2375869,17,0,,,2.62,2.62
2375870,10,2,12,36.363636364,21,21
2375871,10,2,24,20,96,96
2375872,16,0,,,,0
2375873,27,8,135,56.25,105,105
2375874,10,0,,,66,66
2375875,16,2,33.97,73.847826087,12.03,12.03
2375876,10,0,,,96,96
2375877,13,2,4,40,,6
2375878,10,0,,,,0
2375879,16,8,24.97,67.486486486,12.03,12.03
2375880,26,0,,,117,117
2375881,15,0,,,0.03,0.03
2375882,17,0,,,5.13,5.13
2375883,15,0,,,0.26,0.26
2375884,13,0,,,210,210
2375885,17,8,4,22.222222222,14,14
2375886,16,8,2,100,,0
2375887,16,0,,,140,140
2375888,13,4,18,100,,0
2375889,17,6,7,50,21,21
2375891,27,2,42,70,18,18
2375892,18,0,,,,0
2375893,10,0,,,70,70
2375894,10,2,92,48.936170213,96,96
2375895,17,3,2,25,6,6
2375896,10,0,,,78,78
2375897,8,0,,,37,37
2375898,16,0,,,75,75
2375899,10,2,36,30,84,84
2375900,10,0,,,120,120
2375901,16,0,,,51,51
2375902,13,6,63,53.846153846,180,180
2375903,15,8,,,4,12
2375904,10,8,48,44.444444444,60,60
2375905,17,0,,,27,27
2375906,13,0,,,18,18
2375907,16,8,2.97,19.8,12.03,12.03
2375908,21,8,,,469.99,469.99
2375909,5,2,6.93,28.875,17.07,17.07
2375910,10,0,,,27,27
2375911,13,8,10,9.0909090909,100,100
2375912,21,8,15,50,15,15
2375913,13,2,11.8,98.333333333,0.2,0.2
2375914,17,0,,,0.33,6.33
2375915,13,2,14,18.181818182,63,63
2375916,21,0,,,87,87
2375917,17,0,,,6,6
2375918,17,0,,,15,15
2375919,17,0,,,27,27
2375920,13,0,,,37,37
2375921,16,0,,,87,87
2375922,21,0,,,216,216
2375924,17,0,,,16,16
2375925,21,8,29,50.877192982,28,28
2375926,13,0,,,41,41
2375927,17,3,5.7,57,4.3,4.3
2375928,17,0,,,1.03,1.03
2375929,17,8,14.97,71.285714286,0.03,6.03
2375930,17,0,,,1.1,1.1
2375931,10,2,74,61.666666667,46,46
2375932,17,0,,,1.16,1.16
2375933,10,3,12,100,,0
2375934,17,3,9,60,6,6
2375935,15,0,,,7.33,7.33
2375936,10,8,87,100,,0
2375937,17,3,5,50,5,5
2375938,30,0,,,,0
2375939,13,0,,,41,41
2375940,16,0,,,,0
2375941,7,8,7,8.9743589744,71,71
2375942,11,8,4,16.666666667,20,20
2375943,17,0,,,1.49,1.49
2375944,10,2,5.54,30.777777778,12.46,12.46
2375945,10,0,,,68,68
2375946,7,2,,,420,420
2375947,16,7,2,20,,8
2375948,17,0,,,2.26,2.26
2375949,10,4,44,23.404255319,144,144
2375950,24,0,,,15,15
2375951,11,0,,,,0
2375952,17,0,,,2.49,2.49
2375953,10,2,119.77,33.269444444,240.23,240.23
2375955,10,8,127,84.105960265,24,24
2375956,30,0,,,1,1
2375957,24,8,9,33.333333333,18,18
2375958,13,8,72.54,78.847826087,19.46,19.46
2375959,16,0,,,0.0328515112,0.0328515112
2375960,10,7,49,32.450331126,102,102
2375961,13,8,5,27.777777778,13,13
2375962,16,2,29,41.428571429,41,41
2375963,30,0,,,0.0328515112,0.0328515112
2375964,17,8,1.77,44.25,2.23,2.23
2375965,17,0,,,2.3,2.3
2375966,17,0,,,1.28,1.28
2375967,10,8,92,48.936170213,96,96
2375968,16,0,,,121,121
2375969,22,7,,,469.99,469.99
2375970,10,7,68,40.476190476,100,100
2375971,13,0,,,18,18
2375972,17,8,7.9671484888,99.58935611,0.0328515112,0.0328515112
2375973,13,8,7,18.918918919,30,30
2375974,10,8,15,11.111111111,120,120
2375975,10,4,24,42.105263158,33,33
2375976,17,0,,,2.36,2.36
2375977,17,0,,,2.49,2.49
2375978,9,0,,,0.03,0.03
2375979,10,4,164,78.095238095,46,46
2375980,16,2,11.97,49.875,12.03,12.03
2375981,21,0,,,21,21
2375982,10,8,10,10,90,90
2375983,17,5,4,11.764705882,30,30
2375984,26,6,30,20,180,180
2375985,16,0,,,,6
2375986,10,7,10,21.739130435,36,36
2375987,17,8,2,25,6,6
2375988,10,0,,,37,37
2375989,17,3,7,13.725490196,44,44
2375990,13,8,8,4.2553191489,180,180
2375992,26,6,59,32.596685083,240,240
2375993,17,,,,0.0328515112,0.0328515112
2375994,10,5,12,100,,0
2375995,16,0,,,45,45
2375996,16,8,4,11.764705882,30,30
2375997,17,3,11.97,49.875,12.03,12.03
2375998,10,6,172,91.489361702,360,360
2375999,10,0,,,262,262
2376000,17,0,,,10,10
2376001,16,0,,,30,30
2376002,17,0,,,1.05,1.05
2376003,29,8,10,55.555555556,8,8
2376005,26,0,,,154,154
2376006,13,4,37,100,,0
2376007,10,8,20,10.638297872,168,168
2376008,26,8,6,4.2553191489,135,135
2376009,26,0,,,100,100
2376010,10,2,16,28.070175439,41,41
2376011,10,8,23,15.231788079,128,128
2376012,21,8,4,40,,6
2376013,17,0,,,12,12
2376014,10,0,,,57,57
2376015,10,0,,,7.33,7.33
2376016,22,2,,,204,204
2376017,10,0,,,151,151
2376018,10,2,21,19.444444444,87,87
2376019,10,0,,,120,120
2376020,26,8,10,21.739130435,36,36
2376021,13,6,33,183.33333333,51,51
2376022,17,0,,,1.76,1.76
2376023,16,0,,,34,34
2376024,10,0,,,70,70
2376025,16,2,6,75,2,2
2376026,10,7,10,21.739130435,36,36
2376027,17,0,,,1.97,1.97
2376028,17,0,,,10,10
2376029,10,0,,,120,120
2376030,10,0,,,37,37
2376031,27,0,,,87,87
2376032,10,2,78,41.489361702,110,110
2376033,21,0,,,78,78
2376034,10,5,73,75.257731959,24,24
2376035,10,8,10,14.285714286,60,60
2376036,17,5,41,53.246753247,36,36
2376038,17,3,8.59,57.266666667,6.41,6.41
2376039,15,8,10,100,,0
2376041,10,8,31,20.529801325,120,120
2376042,10,2,16,16,84,84
2376043,17,0,,,0.92,0.92
2376044,10,2,57,33.928571429,111,111
2376045,10,0,,,24,24
2376046,17,0,,,0.82,0.82
2376047,11,0,,,,0
2376048,10,2,17,10.119047619,151,151
2376049,30,0,,,,0
2376050,16,4,65.97,84.576923077,12.03,12.03
2376051,10,8,21,36.842105263,36,36
2376052,10,0,,,70,70
