USSCIDN,OFFGUIDE,SENTRNGE,MNTHDEPT,PCNTDEPT,SENTTCAP,SENSPCAP
2407548,17,0,,,20,20
2407549,17,0,,,24,24
2407550,13,0,,,75,75
2407551,25,0,,,4,4
2407552,10,2,57.97,82.814285714,12.03,12.03
2407553,13,0,,,15,15
2407554,10,0,,,37,37
2407555,17,0,,,8,8
2407556,10,3,22,47.826086957,24,24
2407557,30,0,,,,0
2407558,17,3,21,41.176470588,30,30
2407559,13,0,,,21,21
2407560,16,6,33,122.22222222,60,60
2407561,10,8,19,51.351351351,18,18
2407562,17,0,,,3.16,3.16
2407563,27,0,,,293,293
2407564,17,0,,,0.0328515112,0.0328515112
2407565,5,0,,,14,14
2407566,17,3,2.9,48.333333333,3.1,3.1
2407567,23,8,12,19.047619048,51,51
2407568,10,0,,,30,30
2407569,17,3,5,33.333333333,10,10
2407570,16,7,32,56.140350877,25,25
2407571,17,0,,,5.59,5.59
2407572,13,8,7,12.280701754,50,50
2407573,10,2,37,52.857142857,33,33
2407574,17,3,5.18,64.75,2.82,2.82
2407575,13,0,,,78,78
2407576,17,3,3,20,12,12
2407577,12,0,,,108,108
2407578,16,8,8.71,72.583333333,3.29,3.29
2407579,17,3,4,40,6,6
2407580,17,0,,,18,18
2407581,10,3,62,57.407407407,46,46
2407582,10,0,,,135,135
2407583,10,2,120,33.333333333,240,240
2407584,17,3,9.9671484888,99.671484888,0.0328515112,0.0328515112
2407585,10,0,,,135,135
2407586,16,8,17,40.476190476,25,25
2407587,10,2,24,34.285714286,46,46
2407588,16,7,6,100,,0
2407589,17,0,,,1.59,1.59
2407590,17,8,17.97,59.9,12.03,12.03
2407591,10,2,61,50.41322314,60,60
2407592,16,0,,,30,30
2407593,16,0,,,46,46
2407594,10,0,,,120,120
2407595,16,0,,,8,8
2407596,10,8,12,40,18,18
2407597,16,0,,,27,27
2407598,17,0,,,24,24
2407599,16,0,,,33,33
2407600,10,8,11.97,49.875,12.03,12.03
2407601,16,0,,,33,33
2407602,7,8,20,25.641025641,58,58
2407603,16,8,10,100,,0
2407604,26,0,,,114,114
2407605,10,0,,,57,57
2407606,10,0,,,60,60
2407607,16,4,35,85.365853659,6,6
2407608,10,0,,,57,57
2407609,16,0,,,6,6
2407610,10,0,,,70,70
2407611,16,0,,,27,27
2407612,17,0,,,1,1
2407613,26,8,6,14.634146341,35,35
2407614,10,4,120,33.333333333,240,240
2407615,10,2,84,35.744680851,151,151
2407616,10,0,,,30,30
2407617,4,8,108,47.368421053,120,120
2407618,17,0,,,3.53,3.53
2407619,17,0,,,1.51,1.51
2407620,17,0,,,30,30
2407621,13,0,,,33,33
2407622,10,0,,,120,120
2407623,10,8,7,4.6357615894,144,144
2407624,13,0,,,41,41
2407625,13,0,,,77,77
2407626,13,0,,,63,63
2407627,10,2,14.967148489,99.780989926,0.0328515112,0.0328515112
2407628,16,0,,,144,144
2407629,17,0,,,,0
2407630,13,5,22,47.826086957,24,24
2407631,17,0,,,3.43,3.43
2407632,17,0,,,4.13,4.13
2407633,17,0,,,2.53,2.53
2407634,16,2,5.97,33.166666667,12.03,12.03
2407635,17,0,,,22.03,22.03
2407636,10,2,22,31.428571429,48,48
2407637,17,0,,,10,10
2407638,28,0,,,33,33
2407639,29,2,24,100,,0
2407640,16,2,6,100,,0
2407641,10,8,22.97,56.024390244,12.03,18.03
2407642,10,0,,,87,87
2407643,10,0,,,144,144
2407644,10,2,113,53.80952381,97,97
2407645,17,0,,,20,20
2407646,13,0,,,60,60
2407647,17,0,,,6.89,6.89
2407648,10,0,,,97,97
2407649,16,0,,,41,41
2407650,17,0,,,15,15
2407651,17,0,,,20,20
2407652,13,0,,,100,100
2407653,17,0,,,8,8
2407654,17,0,,,18,18
2407655,17,0,,,,0
2407656,10,0,,,33,33
2407657,17,0,,,10,10
2407658,10,8,6,13.043478261,40,40
2407659,17,5,1.28,21.333333333,4.72,4.72
2407660,27,0,,,262,262
2407661,17,5,0.67,11.166666667,5.33,5.33
2407662,17,1,8,38.095238095,29,29
2407663,13,0,,,10,10
2407664,17,0,,,14,14
2407665,14,0,,,,0
2407666,10,6,33,64.705882353,84,84
2407667,10,0,,,5.23,5.23
2407668,7,8,73,75.257731959,24,24
2407669,10,0,,,5,5
2407670,16,0,,,,0
2407671,4,0,,,,0
2407672,8,0,,,18,18
2407673,30,0,,,,0
2407674,24,0,,,12.03,12.03
2407675,17,0,,,18,18
2407676,11,0,,,,6
2407677,17,0,,,12.03,12.03
2407678,13,0,,,18,18
2407679,17,6,12,100,24,24
2407680,17,0,,,18,18
2407681,13,1,57,51.351351351,168,168
2407682,17,0,,,8,8
2407683,17,8,41,53.246753247,36,36
2407684,17,0,,,,0
2407685,27,8,150,41.666666667,210,210
2407686,10,0,,,120,120
2407687,13,7,5,9.8039215686,46,46
2407688,17,0,,,20,20
2407689,10,2,140,58.333333333,100,100
2407690,10,2,27,27.835051546,70,70
2407691,17,0,,,8,8
2407692,10,2,70.47,58.725,49.53,49.53
2407693,10,0,,,,0
2407694,17,0,,,4.33,4.33
2407695,13,8,22,47.826086957,24,24
2407696,17,0,,,24,24
2407697,16,8,21,77.777777778,6,6
2407698,1,0,,,7,15
2407699,17,0,,,3.92,3.92
2407700,10,2,23,38.333333333,37,37
2407701,10,2,27,20,108,108
2407702,10,2,120,50,120,120
2407703,10,2,120,50,120,120
2407704,13,0,,,60,60
2407705,17,0,,,1.72,1.72
2407706,13,0,,,24,24
2407707,17,8,17,41.463414634,24,24
2407708,13,7,9.9671484888,99.671484888,0.0328515112,0.0328515112
2407710,17,3,10,100,,0
2407711,13,8,10,21.739130435,36,36
2407712,16,8,12,40,18,18
2407713,10,0,,,30,30
2407714,22,8,,,360,360
2407715,17,0,,,30,30
2407716,16,8,11,26.829268293,30,30
2407717,10,0,,,37,37
2407718,17,0,,,,0
2407719,10,2,29.967148489,99.890494963,0.0328515112,0.0328515112
2407720,10,0,,,240,240
2407721,10,0,,,90,90
2407722,26,2,9,30,21,21
2407723,16,2,12,100,,0
2407724,24,0,,,21,21
2407725,27,7,48,28.571428571,120,120
2407726,13,0,,,180,180
2407727,17,0,,,2.43,2.43
2407728,17,8,7.7,96.25,0.3,0.3
2407729,16,0,,,37,37
2407730,17,8,9.77,97.7,0.23,0.23
2407731,17,0,,,2,2
2407732,10,0,,,,8
2407733,17,3,4,50,4,4
2407734,10,0,,,15,15
2407735,13,0,,,180,180
2407736,10,2,27,52.941176471,24,24
2407737,16,0,,,57,57
2407738,30,0,,,0.69,0.69
2407739,17,3,5,33.333333333,10,10
2407740,10,6,19,15.2,144,144
2407741,22,4,37,19.680851064,151,151
2407742,17,0,,,7,7
2407743,17,0,,,0.66,0.66
2407744,7,7,42,53.846153846,36,36
2407745,10,0,,,120,120
2407746,16,0,,,36,36
2407747,10,2,20,33.333333333,40,40
2407748,17,0,,,1.1,1.1
2407749,22,4,103,68.21192053,48,48
2407750,21,8,55,56.701030928,42,42
2407751,10,8,12,40,18,18
2407752,16,8,6,20,24,24
2407753,17,0,,,0.85,0.85
2407754,10,2,117,62.234042553,71,71
2407755,13,8,4,40,6,6
2407756,17,0,,,2.5,2.5
2407758,17,3,6.41,64.1,3.59,3.59
2407759,10,0,,,24,24
2407760,1,8,11.97,49.875,12.03,12.03
2407761,13,3,11.97,49.875,12.03,12.03
2407762,17,3,2.64,44,3.36,3.36
2407763,10,7,17.967148489,99.817491605,0.0328515112,0.0328515112
2407764,17,0,,,1.39,1.39
2407765,10,0,,,60,60
2407766,17,0,,,2.07,2.07
2407767,10,2,42,73.684210526,15,15
2407768,17,0,,,1.82,1.82
2407769,17,0,,,1.66,1.66
2407770,10,0,,,180,180
2407771,13,8,9,27.272727273,24,24
2407772,10,1,36,300,48,48
2407773,16,2,13,22.807017544,44,44
2407774,16,0,,,18,18
2407775,10,8,5.21,43.416666667,6.79,6.79
2407776,17,0,,,6,6
2407777,26,8,14.67,39.648648649,22.33,22.33
2407778,17,0,,,7,7
2407779,13,8,28.97,70.658536585,12.03,12.03
2407780,26,8,20.97,63.545454545,12.03,12.03
2407781,16,0,,,,6
2407782,16,0,,,,0
2407783,1,0,,,12.03,12.03
2407784,4,1,44,95.652173913,90,90
2407785,10,5,2.97,19.8,12.03,12.03
2407786,1,0,,,,0
2407787,10,8,9,10.344827586,78,78
2407788,10,8,4,4,96,96
2407789,17,8,7.9671484888,99.58935611,0.0328515112,0.0328515112
2407790,17,0,,,0.0328515112,0.0328515112
2407791,10,8,10.31,57.277777778,7.69,7.69
2407792,10,5,27,31.034482759,60,60
2407793,10,2,60,100,,0
2407794,17,4,4,40,6,6
2407795,16,5,24,22.222222222,84,84
2407796,7,7,49,50.515463918,48,48
2407797,16,0,,,0.03,2.03
2407799,10,2,18,39.130434783,28,28
2407800,17,0,,,12,12
2407801,17,2,8,100,,0
2407802,16,0,,,18,18
2407803,26,2,73,40.331491713,108,108
2407804,10,8,19,27.142857143,51,51
2407805,17,0,,,36,36
2407806,29,2,18,100,,0
2407807,17,8,2,20,8,8
2407808,16,8,21,63.636363636,,12
2407809,17,0,,,48,48
2407810,10,8,36,21.428571429,132,132
2407811,9,0,,,0.03,0.03
2407812,13,8,10,14.285714286,60,60
2407813,17,0,,,10,10
2407814,10,8,18,16.666666667,90,90
2407815,9,0,,,0.0328515112,0.0328515112
2407816,16,8,10,11.494252874,77,77
2407817,16,8,15,29.411764706,36,36
2407818,13,8,6,22.222222222,21,21
2407819,27,8,120,33.333333333,240,240
2407820,17,4,17,41.463414634,24,24
2407821,16,0,,,54,54
2407822,17,0,,,27,27
2407823,6,8,6.97,69.7,0.03,3.03
2407824,26,0,,,168,168
2407825,26,8,27,58.695652174,19,19
2407826,10,0,,,60,60
2407827,10,0,,,57,57
2407828,30,,,,,0
2407829,17,0,,,1.85,1.85
2407830,17,0,,,10,10
2407831,13,0,,,30,30
2407832,13,0,,,24,24
2407833,10,2,8.21,34.208333333,15.79,15.79
2407834,26,8,33,34.020618557,64,64
2407835,13,6,3,5.2631578947,60,60
2407836,10,8,12,40,18,18
2407837,17,0,,,12.03,12.03
2407838,12,2,74.97,86.172413793,12.03,12.03
2407839,17,5,10.04,66.933333333,4.96,4.96
2407840,10,6,24,400,30,30
2407841,17,0,,,42,42
2407842,17,0,,,10,10
2407843,17,0,,,12.03,12.03
2407844,17,0,,,10,10
2407845,16,0,,,63,63
2407846,17,2,10,33.333333333,20,20
2407847,17,0,,,32,32
2407848,17,8,5.97,33.166666667,12.03,12.03
2407849,17,0,,,33,33
2407850,17,3,6,25,18,18
2407851,10,4,36,97.297297297,1,1
2407852,1,0,,,24,24
2407853,10,0,,,181,181
2407854,16,8,4,33.333333333,8,8
2407855,1,0,,,24,24
2407856,17,8,4,40,6,6
2407857,17,0,,,10,10
2407858,10,2,49,50.515463918,48,48
2407859,1,8,6,33.333333333,6,12
2407860,17,0,,,60,60
2407861,10,3,44,62.857142857,26,26
2407862,17,6,30,187.5,46,46
2407863,10,5,11.97,49.875,12.03,12.03
2407864,10,0,,,15,15
2407865,10,0,,,63,63
2407866,17,3,0.94,15.666666667,5.06,5.06
2407868,16,8,5,12.195121951,36,36
2407869,17,3,11.967148489,99.726237407,0.0328515112,0.0328515112
2407870,17,3,10,55.555555556,8,8
2407871,10,8,18,23.076923077,60,60
2407873,10,0,,,130,130
2407874,16,8,6,14.285714286,36,36
2407875,17,0,,,0.0328515112,0.0328515112
2407876,10,0,,,120,120
2407877,10,7,86.967148489,99.962239642,0.0328515112,0.0328515112
2407878,10,8,11.967148489,66.484158271,0.0328515112,6.0328515112
2407879,10,0,,,168,168
2407880,10,8,41,100,,0
2407881,16,0,,,78,78
2407882,16,8,37,30.578512397,84,84
2407883,10,5,10,14.285714286,60,60
2407884,16,8,2.97,19.8,12.03,12.03
2407885,17,0,,,6,6
2407886,10,2,142,54.198473282,120,120
2407887,10,2,60,50,60,60
2407888,16,0,,,180,180
2407889,10,0,,,30,30
2407890,17,0,,,10,10
2407891,7,8,91,60.264900662,60,60
2407892,10,0,,,3.49,3.49
2407893,17,6,16,114.28571429,30,30
2407894,30,0,,,0.03,0.03
2407895,13,1,79,192.68292683,120,120
2407896,10,7,22,47.826086957,24,24
2407897,13,0,,,60,60
2407898,16,0,,,12.03,12.03
2407899,10,2,48,49.484536082,49,49
2407900,17,7,6,18.181818182,27,27
2407901,10,8,1,0.826446281,120,120
2407902,21,2,16,43.243243243,21,21
2407903,17,0,,,18,18
2407904,16,0,,,,0
2407905,10,0,,,188,188
2407906,17,0,,,34,34
2407907,10,8,112,38.356164384,180,180
2407908,21,2,11,91.666666667,,1
2407909,10,4,55,23.404255319,180,180
2407910,7,0,,,63,63
2407911,12,0,,,0.0328515112,0.0328515112
2407912,16,2,27,47.368421053,30,30
2407913,10,0,,,70,70
2407914,17,0,,,11,11
2407915,13,0,,,46,46
2407916,13,8,5.97,33.166666667,12.03,12.03
2407917,13,0,,,12.03,12.03
2407918,17,0,,,5.72,5.72
2407919,17,3,9,19.565217391,37,37
2407920,10,2,16,66.666666667,8,8
2407921,17,0,,,2.07,2.07
2407922,17,3,6,100,,0
2407923,10,0,,,188,188
2407924,17,8,4,19.047619048,17,17
2407925,17,0,,,3.92,3.92
2407926,17,0,,,8,8
2407927,17,0,,,1.85,1.85
2407928,13,5,7,18.918918919,18,30
2407929,17,8,19,41.304347826,27,27
2407930,10,8,50.967148489,99.935585272,0.0328515112,0.0328515112
2407931,7,7,67,44.370860927,84,84
2407932,16,0,,,,0
2407933,10,8,29.61,98.7,0.39,0.39
2407934,10,4,15,11.111111111,120,120
2407935,28,0,,,12,12
2407936,7,8,31,35.632183908,56,56
2407937,13,0,,,17.07,17.07
2407938,17,3,4.64,77.333333333,1.36,1.36
2407939,9,0,,,0.07,0.07
2407940,16,0,,,51,51
2407941,10,0,,,10.56,12.56
2407942,10,8,10,21.739130435,36,36
2407943,21,8,,,360,360
2407944,10,0,,,21,21
2407945,10,8,42.52,92.434782609,3.48,3.48
2407946,10,2,12,40,18,18
2407947,29,8,10,100,,0
2407948,13,0,,,180,180
2407949,13,0,,,68,68
2407950,17,0,,,,0
2407951,17,0,,,2.13,2.13
2407952,17,0,,,30,30
2407953,1,8,4,40,,6
2407954,16,0,,,,0
2407955,24,1,63,110.52631579,120,120
2407956,10,2,121,66.850828729,60,60
2407957,16,8,3,5.8823529412,48,48
2407958,17,0,,,1.79,1.79
2407959,10,0,,,120,120
2407960,10,2,3,16.666666667,15,15
2407961,30,0,,,,0
2407962,10,7,4,9.756097561,37,37
2407963,10,0,,,120,120
2407964,17,0,,,8,8
2407965,17,0,,,0.72,0.72
2407966,17,0,,,,0
2407967,10,2,52,59.770114943,35,35
2407968,10,7,27,31.034482759,60,60
2407969,10,0,,,78,78
2407970,16,7,40,41.237113402,57,57
2407971,10,8,15,29.411764706,36,36
2407972,17,0,,,,0
2407973,10,8,103,68.21192053,48,48
2407974,10,2,39,44.827586207,48,48
2407975,10,2,12,40,18,18
2407976,29,7,7,18.918918919,30,30
2407977,17,0,,,1.69,1.69
2407978,13,0,,,96,96
2407979,7,8,9,15.789473684,48,48
2407980,17,0,,,,0
2407981,10,8,5.18,86.333333333,0.82,0.82
2407982,17,0,,,,0
2407983,7,8,21,41.176470588,30,30
2407985,17,0,,,30,30
2407986,7,0,,,60,60
2407987,27,8,51,42.148760331,70,70
2407988,17,0,,,,0
2407989,10,7,18,23.376623377,59,59
2407990,17,0,,,1.26,1.26
2407991,17,0,,,1.07,1.07
2407992,10,2,73,48.344370861,78,78
2407993,30,,,,,0
2407994,26,0,,,84,84
2407995,17,0,,,1.45,1.45
2407996,13,7,9,19.565217391,37,37
2407997,27,7,,,216,216
2407998,26,8,23,29.87012987,54,54
2407999,30,0,,,,0
2408000,17,3,4,50,4,4
2408001,16,0,,,235,235
2408002,21,0,,,37,37
2408003,10,0,,,74,74
2408004,1,0,,,18,18
2408005,16,0,,,15,15
2408006,10,0,,,84,84
2408007,10,7,127,84.105960265,24,24
2408008,16,8,14,34.146341463,27,27
2408009,10,0,,,179,179
2408010,16,4,21,100,,0
2408011,10,5,14,18.181818182,63,63
2408012,16,0,,,60,60
2408013,9,7,12,100,,0
2408014,17,0,,,1.46,1.46
2408015,17,0,,,1.59,1.59
2408016,17,0,,,1.62,1.62
2408017,17,0,,,1.97,1.97
2408018,10,2,37,100,,0
2408019,10,0,,,14,14
2408020,10,2,64.61,83.909090909,12.39,12.39
2408021,16,2,6,100,,0
2408022,13,8,8,26.666666667,22,22
2408023,10,2,30,10.273972603,262,262
2408024,10,8,58,82.857142857,12,12
2408025,10,2,57,42.222222222,78,78
2408026,16,0,,,,0
2408027,17,0,,,60,60
2408028,17,0,,,3,3
2408029,17,0,,,2.13,2.13
2408030,17,8,3.9671484888,99.178712221,0.0328515112,0.0328515112
2408031,10,3,7,46.666666667,8,8
2408032,17,3,4,40,6,6
2408033,27,0,,,120,120
2408034,17,0,,,1.16,1.16
2408035,17,0,,,1.1,1.1
2408036,17,0,,,0.89,0.89
2408037,27,8,68,36.170212766,120,120
2408038,17,0,,,13,13
2408039,17,0,,,1.2,1.2
2408040,17,0,,,1.15,1.15
2408041,17,0,,,6,6
2408042,16,4,6,100,,0
2408043,17,0,,,1.2,1.2
2408044,17,0,,,2.96,2.96
2408045,17,3,16.7,69.583333333,7.3,7.3
2408046,17,0,,,1.1,1.1
2408047,17,0,,,1.39,1.39
2408048,7,8,87,100,,0
2408049,10,0,,,151,151
2408050,17,0,,,1.46,1.46
2408051,17,0,,,1.33,1.33
2408052,17,3,4,40,6,6
2408053,10,0,,,6,6
2408054,16,8,15,45.454545455,18,18
2408055,17,0,,,1.1,1.1
2408056,10,0,,,175,175
2408057,5,4,6,50,6,6
2408058,10,5,10,100,,0
2408059,16,8,18,100,,0
2408060,17,0,,,1.22,1.22
2408061,16,0,,,60,60
2408062,21,2,24,100,,0
2408063,17,0,,,4.6,4.6
2408064,17,3,7,33.333333333,14,14
2408065,17,0,,,2.1,2.1
2408066,17,0,,,0.0328515112,0.0328515112
2408067,17,0,,,1.08,1.08
2408068,10,4,3,4.7619047619,60,60
2408069,17,0,,,1.28,1.28
2408070,4,4,28,25.454545455,82,82
2408071,21,0,,,6,12
2408072,10,2,96,40,144,144
2408073,17,0,,,1.36,1.36
2408074,10,0,,,75,75
2408075,17,0,,,3.69,3.69
2408076,17,0,,,1.49,1.49
2408077,10,2,96,40,144,144
2408078,10,8,20.967148489,99.843564233,0.0328515112,0.0328515112
2408079,17,0,,,0.0328515112,0.0328515112
2408080,13,8,10,8.3333333333,110,110
2408082,13,0,,,0.0328515112,0.0328515112
2408083,10,2,99,73.333333333,36,36
2408084,17,0,,,48,48
2408085,17,6,6,75,14,14
2408086,17,8,2.97,19.8,12.03,12.03
2408087,4,0,,,,0
2408088,19,0,,,470,470
2408089,17,0,,,24,24
2408090,17,0,,,0.0328515112,0.0328515112
2408091,17,0,,,3.36,3.36
2408092,27,7,82,31.297709924,180,180
2408093,17,0,,,4.1,4.1
2408094,17,0,,,10,10
2408095,10,0,,,96,96
2408096,10,2,30,38.461538462,48,48
2408097,13,0,,,87,87
2408098,17,0,,,0.0328515112,0.0328515112
2408099,17,0,,,12,12
2408100,29,8,10,100,,0
2408101,16,8,6,22.222222222,21,21
2408102,17,8,22,47.826086957,24,24
2408103,10,0,,,21,21
2408104,16,0,,,,0
2408105,10,7,30,52.631578947,27,27
2408106,30,0,,,,0
2408107,13,0,,,33,33
2408108,17,0,,,24,24
2408109,17,8,5,27.777777778,13,13
2408110,10,0,,,132,132
2408111,10,0,,,21,21
2408112,10,0,,,13,13
2408113,1,2,15,100,,0
2408114,16,2,5,33.333333333,4,10
2408115,17,0,,,1.89,1.89
2408116,16,0,,,34,34
2408117,27,7,40,86.956521739,,6
2408119,7,8,47,48.453608247,50,50
2408120,17,0,,,1.2,1.2
2408121,17,0,,,2.39,2.39
2408122,17,0,,,10,10
2408123,17,6,11,157.14285714,18,18
2408124,10,8,30,14.285714286,180,180
2408125,25,0,,,30,30
2408126,10,8,12,50,12,12
2408127,10,2,5,10.869565217,41,41
2408128,17,0,,,2.89,2.89
2408129,30,0,,,,0
2408130,30,0,,,,0
2408131,10,0,,,37,37
2408132,10,8,24,80,,6
2408133,30,0,,,,1
2408134,10,2,96,80,24,24
2408135,30,0,,,,0
2408136,17,2,4.18,34.833333333,7.82,7.82
2408137,30,0,,,,0
2408138,13,0,,,27,27
2408139,10,2,75,55.555555556,60,60
2408140,16,0,,,45,45
2408141,30,0,,,,0
2408142,13,0,,,110,110
2408143,13,8,13,35.135135135,24,24
2408144,30,0,,,,0
2408145,10,0,,,15,15
2408146,16,0,,,,6
2408147,27,8,,,469.99,469.99
2408148,16,0,,,24,24
2408149,10,8,15,26.315789474,42,42
2408150,10,2,15.77,58.407407407,11.23,11.23
2408151,17,0,,,21,21
2408153,10,2,28,60.869565217,18,18
2408154,10,2,56,33.333333333,112,112
2408155,29,0,,,18,18
2408156,17,4,25,54.347826087,21,21
2408157,27,0,,,120,120
2408158,13,0,,,180,180
2408159,10,0,,,3.69,3.69
2408160,27,8,,,240,240
2408161,13,2,71,92.207792208,6,6
2408163,27,0,,,135,135
2408164,10,2,50.967148489,99.935585272,0.0328515112,0.0328515112
2408165,17,8,36,30,84,84
2408166,1,0,,,15,15
2408167,1,0,,,,0
2408168,13,8,10,12.987012987,67,67
2408170,13,0,,,30,30
2408171,19,2,240,66.666666667,120,120
2408172,25,0,,,15,15
2408173,17,5,3.93,49.125,4.07,4.07
2408174,1,8,8,100,,0
2408175,27,0,,,168,168
2408176,17,8,2,20,8,8
2408177,10,0,,,48,48
2408178,29,2,11.97,49.875,12.03,12.03
2408179,10,7,48,28.571428571,120,120
2408180,10,2,29.77,52.228070175,27.23,27.23
2408181,17,0,,,18,18
2408182,13,0,,,57,57
2408183,10,8,46,24.468085106,142,142
2408184,10,7,53.967148489,94.679207875,0.0328515112,3.0328515112
2408185,7,8,97,100,,0
2408186,10,2,167.8,99.880952381,0.2,0.2
2408188,10,2,134.77,99.82962963,0.23,0.23
2408189,10,8,39,28.888888889,96,96
2408190,17,0,,,16,16
2408191,10,8,82,31.297709924,180,180
2408192,7,8,51,33.774834437,100,100
2408193,17,,,,0.0328515112,0.0328515112
2408194,17,0,,,72,72
2408196,10,0,,,46,46
2408197,10,2,50,41.666666667,70,70
2408198,10,0,,,21,21
2408199,13,0,,,30,30
2408200,27,6,102,130.76923077,180,180
2408201,17,3,8,66.666666667,,4
2408202,13,0,,,37,37
2408203,10,2,54,35.761589404,97,97
2408204,5,0,,,108,108
2408205,28,0,,,6.72,6.72
2408206,16,8,11.97,49.875,12.03,12.03
2408207,17,5,4,50,4,4
2408208,27,0,,,48,48
2408209,17,0,,,10,10
2408210,17,0,,,12.03,12.03
2408211,10,8,39,61.904761905,24,24
2408212,7,7,67,69.072164948,30,30
2408213,10,0,,,120,120
2408214,27,8,69,51.111111111,66,66
2408215,16,2,14,77.777777778,,4
2408216,16,0,,,61,61
2408217,29,0,,,,0
2408218,10,8,12,40,18,18
2408219,17,0,,,24,24
2408220,28,0,,,36,36
2408221,10,0,,,11.69,11.69
2408222,16,0,,,,0
2408223,10,2,100,47.619047619,110,110
2408224,10,8,23.38,77.933333333,0.62,6.62
2408225,26,0,,,41,41
2408226,30,0,,,0.39,0.39
2408227,10,2,57.97,82.814285714,12.03,12.03
2408228,13,2,7.9671484888,79.671484888,0.0328515112,2.0328515112
2408229,16,4,0.8,8,0.2,9.2
2408230,26,0,,,171,171
2408231,13,0,,,117,117
2408232,13,8,24,34.285714286,46,46
2408233,17,8,6,22.222222222,21,21
2408234,13,8,46,65.714285714,24,24
2408235,17,0,,,0.1,0.1
2408236,1,0,,,0.0328515112,0.0328515112
2408237,17,8,8,100,,0
2408238,16,0,,,27,27
2408239,17,0,,,32,32
2408240,17,0,,,27,27
2408241,30,,,,,0
2408242,26,0,,,51,51
2408243,27,4,,,300,300
2408244,13,0,,,57,57
2408245,26,8,,,469.99,469.99
2408246,4,,,,,0
2408247,10,0,,,42,42
2408248,30,,,,,0
2408249,16,0,,,46,46
2408250,13,0,,,120,120
2408251,30,,,,,0
2408252,17,0,,,0.85,0.85
2408253,16,0,,,12.03,12.03
2408254,26,6,,,469.99,469.99
2408255,17,3,1,10,9,9
2408256,17,0,,,12.03,12.03
2408257,10,8,36.967148489,99.911212132,0.0328515112,0.0328515112
2408258,10,0,,,120,120
2408259,10,5,10,14.285714286,60,60
2408260,10,2,10,17.543859649,47,47
2408261,16,7,12,36.363636364,21,21
2408262,26,8,31,20.529801325,120,120
2408263,17,0,,,63,63
2408264,10,2,27,20,108,108
2408265,17,0,,,3,3
2408266,26,8,5,6.4935064935,72,72
2408267,17,2,23,63.888888889,13,13
2408268,16,0,,,,6
2408269,17,0,,,0.0328515112,0.0328515112
2408270,27,0,,,324,324
2408271,17,8,1.04,17.333333333,4.96,4.96
2408272,10,2,115,76.158940397,36,36
2408273,13,7,15,100,,0
2408274,10,7,68,52.307692308,62,62
2408275,26,7,32,18.181818182,144,144
2408276,25,8,2.97,19.8,12.03,12.03
2408277,10,0,,,80,80
2408278,16,6,22,122.22222222,40,40
2408279,16,0,,,30,30
2408280,13,0,,,210,210
2408281,13,8,12,100,,0
2408282,4,0,,,120,120
2408283,10,7,30,30,70,70
2408284,30,0,,,,0
2408285,16,0,,,24,24
2408286,30,0,,,,0
2408287,17,0,,,6.23,6.23
2408288,21,2,10,100,,0
2408289,26,0,,,101,101
2408290,10,0,,,92,92
2408291,17,0,,,1.03,1.03
2408292,17,0,,,2.1,2.1
2408293,19,0,,,470,470
2408294,17,0,,,1.92,1.92
2408295,17,0,,,1.16,1.16
2408296,10,2,72,60,48,48
2408297,17,0,,,1,1
2408298,13,0,,,43,43
2408299,26,0,,,46,46
2408300,10,0,,,40,40
2408301,10,8,27,31.034482759,60,60
2408302,10,0,,,78,78
2408303,17,5,1.34,22.333333333,4.66,4.66
2408304,24,8,14.97,99.8,0.03,0.03
2408305,10,2,5.97,33.166666667,12.03,12.03
2408306,17,0,,,1.95,1.95
2408307,17,0,,,0.82,0.82
2408308,13,6,15,45.454545455,48,48
2408309,17,0,,,30,30
2408310,17,0,,,,0
2408311,21,0,,,70,70
2408312,17,0,,,1.23,1.23
2408313,17,3,13.38,74.333333333,4.62,4.62
2408314,16,8,3,11.111111111,24,24
2408315,17,8,2.28,38,3.72,3.72
2408316,10,0,,,210,210
2408317,17,0,,,21,21
2408318,10,0,,,60,60
2408320,10,0,,,60,60
2408321,10,7,27,31.034482759,60,60
2408322,17,0,,,24,24
2408323,17,0,,,27,27
2408324,13,0,,,60,60
2408325,7,0,,,168,168
2408326,10,8,27,31.034482759,60,60
2408327,26,8,,,400,400
2408328,13,6,11,29.72972973,48,48
2408329,17,0,,,,0
2408330,13,0,,,21,21
2408332,27,0,,,360,360
2408333,10,0,,,46,46
2408334,17,0,,,8,8
2408335,17,6,7,100,14,14
2408336,10,6,54,69.230769231,132,132
2408337,16,8,46,47.422680412,51,51
2408338,16,0,,,0.0328515112,0.0328515112
2408339,16,0,,,0.0328515112,0.0328515112
2408340,17,0,,,24,24
2408341,10,3,97,57.738095238,71,71
2408342,22,2,144,50,144,144
2408343,17,0,,,37,37
2408344,17,0,,,11,11
2408345,17,0,,,24,24
2408346,17,0,,,10,10
2408347,17,0,,,14,14
2408348,10,4,38.97,76.411764706,12.03,12.03
2408349,17,0,,,2.89,2.89
2408350,17,7,32.07,86.675675676,4.93,4.93
2408351,17,0,,,16,16
2408352,17,3,2,13.333333333,13,13
2408353,17,0,,,11,11
2408355,10,0,,,30,30
2408356,16,8,8,44.444444444,5,10
2408357,17,3,6,75,2,2
