USSCIDN,OFFGUIDE,SENTRNGE,MNTHDEPT,PCNTDEPT,SENTTCAP,SENSPCAP
2251650,17,8,11,26.829268293,30,30
2251651,1,0,,,1.72,1.72
2251652,17,0,,,21,21
2251653,17,0,,,10,10
2251654,17,1,6,25,30,30
2251655,7,8,,,180.07,180.07
2251656,26,5,14,24.561403509,43,43
2251657,10,2,3,7.3170731707,38,38
2251658,10,0,,,57,57
2251659,10,2,17,15.740740741,91,91
2251660,17,8,2,100,,0
2251661,17,0,,,1.46,1.46
2251662,17,1,13,39.393939394,46,46
2251663,30,0,,,,0
2251664,17,4,16,34.782608696,30,30
2251665,17,0,,,1.39,1.39
2251666,10,2,16,34.782608696,30,30
2251667,17,7,15,26.315789474,42,42
2251668,17,0,,,1.35,1.35
2251669,17,0,,,4.13,4.13
2251670,17,0,,,0.16,0.16
2251671,17,0,,,12.03,12.03
2251672,10,0,,,,6
2251673,4,0,,,72,72
2251674,10,2,19,51.351351351,18,18
2251675,17,0,,,5.03,5.03
2251676,17,0,,,41,41
2251677,17,0,,,1.3,1.3
2251678,27,0,,,469.99,469.99
2251680,10,2,143,76.063829787,45,45
2251682,17,7,7,9.0909090909,70,70
2251683,26,2,,,300,300
2251684,10,0,,,76,76
2251685,16,0,,,12.03,12.03
2251686,10,0,,,168,168
2251687,17,5,5,12.195121951,36,36
2251688,10,2,48,44.444444444,60,60
2251689,17,,,,0.0328515112,0.0328515112
2251690,17,2,47.08,98.083333333,0.92,0.92
2251692,13,2,84,100,,0
2251693,28,0,,,30,30
2251695,10,0,,,57,57
2251696,22,2,234,65,126,126
2251697,10,8,180,50,180,180
2251698,10,8,72,34.285714286,138,138
2251700,10,0,,,108,108
2251701,30,0,,,,0
2251702,10,2,82,31.297709924,180,180
2251703,17,0,,,23,23
2251704,10,0,,,78,78
2251705,10,7,8,4.2553191489,180,180
2251706,13,0,,,27,27
2251707,13,0,,,24,24
2251710,10,0,,,115,115
2251711,26,0,,,72,72
2251712,10,8,12,26.086956522,34,34
2251713,10,2,18,10.714285714,150,150
2251714,4,6,55,44,180,180
2251715,10,0,,,120,120
2251716,10,7,18,100,,0
2251717,17,0,,,16,16
2251718,17,8,9,33.333333333,18,18
2251720,29,2,24,100,,0
2251721,17,0,,,6,6
2251722,17,5,6,20,24,24
2251723,10,3,20,35.087719298,37,37
2251724,27,7,30,14.285714286,180,180
2251725,10,2,9,37.5,15,15
2251726,17,3,4,40,6,6
2251727,10,0,,,210,210
2251728,16,8,3,14.285714286,18,18
2251729,26,6,52,27.659574468,240,240
2251730,10,0,,,21,21
2251731,17,0,,,,0
2251732,10,0,,,15,15
2251733,26,0,,,151,151
2251734,17,8,2.61,32.625,5.39,5.39
2251735,17,0,,,0.0328515112,0.0328515112
2251736,10,2,75,31.914893617,160,160
2251737,21,0,,,46,46
2251738,10,0,,,150,150
2251739,29,8,10,83.333333333,2,2
2251740,10,0,,,41,41
2251741,16,8,57,42.222222222,78,78
2251742,17,0,,,30,30
2251743,17,0,,,70,70
2251744,17,2,11.97,49.875,12.03,12.03
2251745,10,0,,,70,70
2251746,10,0,,,108,108
2251747,17,0,,,15,15
2251748,10,0,,,87,87
2251749,13,6,9,42.857142857,30,30
2251750,10,3,87,64.444444444,48,48
2251751,4,0,,,33,33
2251752,10,7,91,38.723404255,144,144
2251753,17,0,,,48,48
2251754,9,,,,6,6
2251755,13,0,,,27,27
2251756,9,,,,6,6
2251757,10,3,46,65.714285714,24,24
2251758,10,3,34,48.571428571,36,36
2251759,16,,,,3.16,3.16
2251760,26,0,,,63,63
2251761,17,0,,,0.0328515112,0.0328515112
2251762,10,0,,,37,37
2251763,17,0,,,1.16,1.16
2251764,10,0,,,7,7
2251765,17,0,,,10,10
2251766,15,0,,,18,18
2251767,10,8,48.64,85.333333333,8.36,8.36
2251768,10,2,21,19.444444444,87,87
2251769,17,3,2,100,,0
2251770,17,0,,,3.26,3.26
2251771,17,0,,,10,10
2251772,13,0,,,40,40
2251773,9,,,,5.91,5.91
2251774,9,,,,6,6
2251775,15,7,6,100,,0
2251776,13,4,41,53.246753247,36,36
2251777,17,0,,,1,1
2251778,9,,,,5.91,5.91
2251779,10,0,,,6,6
2251780,9,,,,6,6
2251781,9,,,,7,7
2251782,17,3,17.97,59.9,12.03,12.03
2251783,9,,,,6,6
2251784,9,,,,8,8
2251785,9,,,,7,7
2251786,17,8,10,21.739130435,36,36
2251787,17,3,22,47.826086957,24,24
2251788,10,3,33,52.380952381,30,30
2251789,17,8,6.9,46,8.1,8.1
2251790,9,,,,6,6
2251791,16,,,,6,6
2251792,17,3,5.9671484888,99.452474814,0.0328515112,0.0328515112
2251793,10,0,,,27,27
2251794,17,0,,,9,9
2251795,10,3,26,41.26984127,37,37
2251796,16,0,,,72,72
2251797,10,4,39,61.904761905,24,24
2251798,17,3,28,60.869565217,18,18
2251799,17,3,7.97,37.952380952,13.03,13.03
2251801,21,2,24,100,,0
2251802,10,2,37.47,27.755555556,97.53,97.53
2251803,26,8,12,15.384615385,66,66
2251804,16,0,,,53,53
2251805,10,2,12.51,17.871428571,57.49,57.49
2251806,17,2,5,33.333333333,10,10
2251807,10,8,78,37.142857143,132,132
2251808,10,8,14,34.146341463,27,27
2251809,29,0,,,0.0328515112,0.0328515112
2251810,10,0,,,168,168
2251811,17,0,,,18,18
2251812,10,0,,,54,54
2251813,10,8,48,44.444444444,60,60
2251814,17,0,,,1.43,1.43
2251815,16,0,,,30,30
2251816,10,3,18,35.294117647,33,33
2251817,17,3,2,25,6,6
2251818,16,2,28.97,70.658536585,12.03,12.03
2251819,10,3,24,34.285714286,46,46
2251820,17,0,,,6,6
2251821,10,0,,,57,57
2251822,9,,,,6,6
2251823,17,0,,,6,12
2251824,16,0,,,108,108
2251825,9,,,,2,2
2251826,9,,,,6,6
2251827,9,,,,1,1
2251828,9,,,,2,2
2251829,9,,,,6,6
2251830,9,,,,6,6
2251831,9,,,,5,5
2251832,17,2,16,34.782608696,30,30
2251833,17,0,,,0.95,0.95
2251834,13,8,9.97,99.7,0.03,0.03
2251835,10,0,,,42,42
2251836,9,,,,5.91,5.91
2251837,17,3,8.97,42.714285714,12.03,12.03
2251838,9,,,,6,6
2251839,9,,,,6,6
2251840,9,,,,6,6
2251841,9,,,,6,6
2251842,9,,,,6,6
2251843,17,0,,,30,30
2251844,17,0,,,36,36
2251845,17,0,,,27,27
2251846,13,8,17,45.945945946,20,20
2251847,1,0,,,0.03,0.03
2251848,9,,,,6.9,6.9
2251849,10,3,29,41.428571429,41,41
2251850,10,0,,,135,135
2251851,16,,,,3.12,3.12
2251852,9,,,,6,6
2251854,9,,,,6,6
2251855,9,,,,5.91,5.91
2251856,9,,,,6,6
2251857,9,,,,5.91,5.91
2251858,23,2,33,57.894736842,24,24
2251859,9,,,,6,6
2251860,9,,,,6,6
2251861,9,,,,6,6
2251863,9,,,,6,6
2251864,9,,,,6,6
2251865,9,,,,6,6
2251866,9,,,,6,6
2251867,9,,,,6,6
2251868,9,,,,6,6
2251869,9,,,,8,8
2251871,10,8,10,14.285714286,60,60
2251872,16,0,,,0.95,0.95
2251873,26,0,,,126,126
2251874,25,0,,,0.99,0.99
2251875,9,,,,6,6
2251876,10,8,66,31.428571429,144,144
2251877,17,3,9.9671484888,99.671484888,0.0328515112,0.0328515112
2251878,9,,,,6,6
2251880,26,0,,,470,470
2251881,17,3,23,56.097560976,18,18
2251882,17,3,59,76.623376623,18,18
2251883,17,6,3,14.285714286,24,24
2251884,16,8,10,100,,0
2251885,16,7,45,88.235294118,,6
2251886,7,7,75,55.555555556,60,60
2251887,16,5,6,100,,0
2251888,9,,,,6,6
2251889,9,,,,7,7
2251890,17,0,,,0.89,0.89
2251891,9,,,,6,6
2251892,17,3,2,33.333333333,4,4
2251893,16,8,16,34.782608696,30,30
2251894,17,3,11,19.298245614,46,46
2251895,17,3,10,55.555555556,8,8
2251896,9,,,,2,2
2251897,17,0,,,46,46
2251898,16,0,,,30,30
2251899,10,2,15.38,41.567567568,21.62,21.62
2251900,16,0,,,46,46
2251901,17,3,6,28.571428571,15,15
2251902,10,0,,,60,60
2251903,26,2,16,34.782608696,30,30
2251904,10,0,,,108,120
2251905,16,7,10,100,,0
2251906,10,2,172,58.904109589,120,120
2251907,17,0,,,4,8
2251909,4,0,,,210,210
2251910,21,0,,,78,78
2251911,17,3,6,50,6,6
2251912,17,4,1,8.3333333333,11,11
2251913,17,0,,,12.03,12.03
2251914,7,4,21,10,189,189
2251915,16,7,11.97,33.25,24.03,24.03
2251917,9,,,,3,3
2251918,16,0,,,210,210
2251919,17,3,6,25,18,18
2251920,9,,,,6,6
2251921,9,,,,7,7
2251922,9,,,,6,6
2251923,9,,,,6,6
2251924,9,,,,6,6
2251925,9,,,,6,6
2251926,10,3,28,60.869565217,18,18
2251927,9,,,,6,6
2251928,9,,,,6,6
2251929,9,,,,7,7
2251930,9,,,,6,6
2251931,9,,,,6,6
2251932,9,,,,6,6
2251933,9,,,,6,6
2251934,9,,,,6,6
2251935,9,,,,6,6
2251936,9,,,,7,7
2251937,9,,,,6,6
2251938,16,,,,3.12,3.12
2251939,23,8,46,100,,0
2251940,16,,,,3.12,3.12
2251941,16,7,24.97,67.486486486,12.03,12.03
2251942,10,0,,,84,84
2251943,13,5,12,66.666666667,,6
2251944,17,0,,,33,33
2251945,5,4,47,78.333333333,13,13
2251946,9,,,,6,6
2251947,9,,,,6,6
2251948,29,0,,,18,18
2251949,11,0,,,,0
2251950,26,8,67,44.370860927,84,84
2251951,5,4,46,65.714285714,24,24
2251952,17,3,24,34.285714286,46,46
2251953,16,0,,,24,24
2251954,23,8,10,21.739130435,36,36
2251955,16,0,,,,0
2251956,7,8,91,60.264900662,60,60
2251957,17,0,,,3.89,3.89
2251958,10,2,17.97,59.9,12.03,12.03
2251959,17,3,24,34.285714286,46,46
2251960,29,8,12,100,,0
2251961,25,0,,,0.99,0.99
2251962,10,2,16,16,84,84
2251964,7,4,27,27.835051546,70,70
2251965,17,0,,,8.16,8.16
2251966,17,0,,,10,10
2251967,10,2,36,33.333333333,72,72
2251969,10,0,,,60,60
2251970,17,0,,,6.46,6.46
2251971,17,3,1,100,,0
2251972,13,8,12,17.142857143,58,58
2251973,17,3,8,100,,0
2251974,25,8,4,50,4,4
2251975,10,5,11.84,65.777777778,6.16,6.16
2251976,10,0,,,18,18
2251977,16,0,,,,0
2251978,16,0,,,,0
2251979,10,8,19,51.351351351,18,18
2251980,17,3,12,40,18,18
2251981,17,3,1,100,,0
2251982,17,3,6,60,4,4
2251983,17,0,,,1.35,1.35
2251984,17,0,,,0.95,0.95
2251985,17,3,4,22.222222222,14,14
2251986,17,0,,,0.0328515112,0.0328515112
2251987,26,8,28,18.543046358,120,123
2251988,17,3,9.9671484888,99.671484888,0.0328515112,0.0328515112
2251989,17,0,,,5,5
2251990,17,0,,,4,4
2251991,17,0,,,1.36,1.36
2251992,17,8,1.4,23.333333333,4.6,4.6
2251993,16,7,8.97,42.714285714,12.03,12.03
2251994,10,0,,,60,60
2251995,16,2,46,100,,0
2251996,1,7,2,100,,0
2251997,17,0,,,3.1,3.1
2251998,13,4,15,50,15,15
2251999,17,0,,,,6
2252000,17,0,,,24,24
2252001,17,0,,,57,57
2252002,10,0,,,30,30
2252003,17,3,6,18.181818182,27,27
2252004,17,0,,,5.26,5.26
2252005,17,0,,,0.0328515112,0.0328515112
2252006,17,8,10,21.739130435,36,36
2252007,17,0,,,27,27
2252008,16,7,16,26.229508197,45,45
2252009,16,7,10,13.333333333,65,65
2252010,16,0,,,51,51
2252011,10,2,20,33.333333333,40,40
2252012,17,0,,,12.03,12.03
2252013,10,0,,,37,37
2252015,16,0,,,18,18
2252016,17,3,15,71.428571429,6,6
2252017,17,0,,,4.89,4.89
2252018,16,7,3,5.5555555556,51,51
2252019,7,5,132,62.857142857,78,78
2252020,25,8,11.97,49.875,12.03,12.03
2252021,10,3,150,71.428571429,60,60
2252022,4,0,,,,1
2252023,10,5,39.97,86.891304348,0.03,6.03
2252024,13,0,,,30,30
2252025,13,8,1,1.5873015873,62,62
2252026,17,0,,,48,48
2252027,10,0,,,121,121
2252028,7,0,,,97,97
2252029,10,0,,,21,21
2252030,10,0,,,15,15
2252031,10,8,12,40,18,18
2252032,7,0,,,180,180
2252033,10,2,23,38.333333333,37,37
2252034,17,0,,,12.03,12.03
2252035,17,0,,,1.89,1.89
2252036,17,0,,,1.38,1.38
2252037,13,0,,,24,24
2252038,10,2,17,19.540229885,70,70
2252039,17,0,,,1.36,1.36
2252040,17,0,,,24,24
2252041,17,0,,,1.66,1.66
2252043,17,3,12,44.444444444,15,15
2252044,24,8,3,14.285714286,18,18
2252045,17,8,17,41.463414634,24,24
2252046,16,0,,,44,44
2252047,17,0,,,1.3,1.3
2252048,10,3,2.18,36.333333333,3.82,3.82
2252049,17,0,,,1.59,1.59
2252050,10,2,101,53.723404255,87,87
2252051,17,3,10,14.285714286,60,60
2252052,21,0,,,98,98
2252053,10,2,17.97,59.9,12.03,12.03
2252054,15,0,,,21,21
2252055,17,3,5,33.333333333,10,10
2252056,10,0,,,180,180
2252057,17,0,,,1.43,1.43
2252058,17,6,7,18.918918919,44,44
2252059,13,8,12,66.666666667,,6
2252060,17,3,30,52.631578947,27,27
2252061,10,8,23,36.507936508,40,40
2252062,4,6,,,470,470
2252063,17,0,,,21,21
2252064,17,0,,,1.49,1.49
2252065,17,0,,,1.59,1.59
2252066,17,3,4,66.666666667,2,2
2252067,16,8,6,13.043478261,40,40
2252068,25,8,9,33.333333333,18,18
2252069,10,3,7.57,63.083333333,4.43,4.43
2252070,10,0,,,130,130
2252071,17,3,14,34.146341463,27,27
2252072,10,0,,,135,135
2252073,10,0,,,188,188
2252074,16,2,25,54.347826087,21,21
2252075,10,0,,,60,60
2252076,10,5,6,20,24,24
2252077,10,0,,,8,8
2252078,17,0,,,6,6
2252079,17,3,7.8,78,2.2,2.2
2252080,17,0,,,1.56,1.56
2252081,21,0,,,156,156
2252082,17,0,,,72,72
2252083,13,2,20,35.087719298,37,37
2252084,17,0,,,2.17,2.17
2252085,17,3,10,55.555555556,8,8
2252086,17,0,,,0.95,0.95
2252087,10,3,1.11,18.5,4.89,4.89
2252088,17,0,,,3,3
2252089,7,8,47,48.453608247,50,50
2252090,17,8,19,41.304347826,27,27
2252091,16,0,,,,8
2252092,17,0,,,1.33,1.33
2252093,16,2,42,70,18,18
2252094,17,0,,,10,10
2252095,17,0,,,0.95,0.95
2252096,17,3,12,44.444444444,15,15
2252097,17,3,22,31.428571429,48,48
2252098,17,0,,,0.79,0.79
2252099,17,0,,,0.89,0.89
2252100,17,8,18,25.714285714,52,52
2252101,17,0,,,1,1
2252102,17,0,,,0.95,0.95
2252103,17,0,,,18,18
2252104,5,2,23.97,99.875,0.03,0.03
2252105,17,0,,,1.03,1.03
2252106,10,2,33.97,73.847826087,0.03,12.03
2252107,16,0,,,30,30
2252108,10,3,34,73.913043478,,12
2252109,13,0,,,60,60
2252110,13,0,,,180,180
2252111,17,0,,,5,5
2252112,17,0,,,24,24
2252113,17,0,,,1.62,1.62
2252114,11,0,,,,0
2252115,21,2,18,100,,0
2252116,10,3,120,71.428571429,48,48
2252117,21,8,10,33.333333333,20,20
2252118,16,0,,,45,45
2252119,10,2,56.967148489,99.94236577,0.0328515112,0.0328515112
2252120,17,0,,,0.89,0.89
2252121,17,5,34,82.926829268,7,7
2252122,17,3,16,34.782608696,30,30
2252123,13,8,6,13.043478261,40,40
2252124,7,4,37,38.144329897,60,60
2252125,17,0,,,1.62,1.62
2252126,10,8,7,18.918918919,30,30
2252127,10,8,15.8,52.666666667,14.2,14.2
2252128,21,0,,,63,63
2252129,10,0,,,37,37
2252130,10,7,105,40.076335878,151,157
2252131,10,8,4,10.810810811,33,33
2252132,10,8,12,15.384615385,66,66
2252133,13,7,18,100,,0
2252134,10,0,,,40,40
2252135,21,0,,,30,30
2252136,16,0,,,14,14
2252137,13,0,,,84,84
2252138,10,4,6,18.181818182,27,27
2252139,13,0,,,46,46
2252140,10,7,115,48.936170213,120,120
2252141,7,0,,,150,150
2252142,16,0,,,57,57
2252143,17,0,,,21,21
2252144,17,0,,,7,12
2252145,13,7,50,45.454545455,60,60
2252146,17,0,,,24,24
2252147,30,,,,,0
2252148,16,2,7,25.925925926,20,20
2252149,21,2,45,88.235294118,6,6
2252150,21,2,142,40.340909091,210,210
2252151,13,0,,,30,30
2252152,17,0,,,0.0328515112,0.0328515112
2252153,10,0,,,70,70
2252154,10,0,,,24,24
2252155,10,8,21,36.842105263,36,36
2252156,10,0,,,200,200
2252157,10,8,27,31.034482759,60,60
2252158,13,0,,,77,77
2252159,10,0,,,286,286
2252160,17,0,,,37,37
2252161,26,0,,,70,70
2252162,16,8,6,100,,0
2252163,10,2,98,58.333333333,70,70
2252164,26,0,,,78,78
2252165,26,0,,,110,110
2252166,10,0,,,41,41
2252167,10,0,,,60,60
2252168,17,6,1,6.6666666667,16,16
2252169,29,0,,,,0
2252170,17,5,1.8,30,4.2,4.2
2252171,27,8,31,13.191489362,204,204
2252172,10,4,136,80.952380952,32,32
2252173,10,0,,,168,168
2252174,10,0,,,60,60
2252175,10,0,,,46,46
2252176,13,7,11.97,99.75,0.03,0.03
2252177,16,2,12,100,,0
2252178,17,8,27,47.368421053,30,30
2252179,10,0,,,60,60
2252180,10,0,,,84,84
2252181,10,0,,,24,24
2252182,17,0,,,6,6
2252183,17,0,,,0.0328515112,0.0328515112
2252184,17,0,,,0.0328515112,0.0328515112
2252185,17,0,,,0.0328515112,0.0328515112
2252186,17,3,17,41.463414634,24,24
2252187,17,3,2,20,8,8
2252188,17,0,,,24,24
2252189,13,0,,,60,60
2252190,17,0,,,15,15
2252191,10,3,42,60,28,28
2252192,17,3,6,60,4,4
2252193,27,8,70,26.717557252,192,192
2252194,16,8,2.67,44.5,3.33,3.33
2252195,17,3,8,19.512195122,33,33
2252196,17,3,16,34.782608696,30,30
2252197,10,8,15,11.111111111,120,120
2252199,10,0,,,24,24
2252200,13,8,45.967148489,99.928583671,0.0328515112,0.0328515112
2252201,10,8,9,37.5,15,15
2252202,10,2,13.08,62.285714286,7.92,7.92
2252203,13,8,6,50,6,6
2252205,21,2,56.967148489,99.94236577,0.0328515112,0.0328515112
2252206,21,2,182,62.328767123,110,110
2252207,17,0,,,57,57
2252208,10,6,24,10,264,264
2252209,10,0,,,151,151
2252210,16,8,24,80,6,6
2252211,10,4,28,60.869565217,18,18
2252212,17,3,3.61,45.125,4.39,4.39
2252213,10,4,33,19.642857143,135,135
2252214,16,0,,,,0
2252215,10,0,,,34,34
2252216,16,0,,,30,30
2252217,10,8,98,52.127659574,90,90
2252218,10,1,14,30.434782609,60,60
2252219,17,0,,,16,16
2252220,10,8,87,64.444444444,48,48
2252221,10,3,6,25,18,18
2252222,17,0,,,0.59,0.59
2252223,16,0,,,21,21
2252224,17,2,14,58.333333333,5,10
2252225,26,6,120,47.619047619,372,372
2252226,7,7,84.97,87.597938144,12.03,12.03
2252228,17,8,3,20,12,12
2252229,17,0,,,5.23,5.23
2252230,13,8,9,33.333333333,18,18
2252231,17,3,29,37.662337662,48,48
2252232,1,0,,,,0
2252233,13,0,,,70,70
2252234,17,0,,,0.0328515112,0.0328515112
2252235,24,0,,,24,24
2252236,17,8,5.97,33.166666667,12.03,12.03
2252237,10,2,21,15.555555556,114,114
2252238,10,0,,,,0
2252239,10,8,6,100,,0
2252240,17,0,,,0.95,0.95
2252241,15,0,,,37,37
2252242,10,7,37,38.144329897,60,60
2252243,10,2,29.17,71.146341463,11.83,11.83
2252244,16,8,12,100,,0
2252245,10,8,79,52.317880795,72,72
2252246,10,0,,,24,24
2252247,10,2,20,14.285714286,120,120
2252248,17,0,,,5.36,5.36
2252249,10,0,,,57,57
2252250,1,0,,,,0
2252251,17,0,,,0.85,0.85
2252252,17,0,,,13.03,13.03
2252253,17,0,,,2.79,2.79
2252254,17,0,,,18,18
2252255,10,2,29,9.9315068493,263,263
2252256,17,0,,,2.66,2.66
2252258,13,8,6,7.4074074074,75,75
2252259,7,8,91,60.264900662,60,60
2252260,17,0,,,3.03,3.03
2252261,17,0,,,0.82,0.82
2252262,16,0,,,6.85,6.85
2252263,7,8,79,52.317880795,72,72
2252264,10,8,5,50,,5
2252265,17,0,,,6.56,6.56
2252266,16,5,2,5.8823529412,32,32
2252267,16,0,,,21,21
2252268,13,0,,,11.79,11.79
2252269,10,0,,,180,180
2252270,17,0,,,0.0328515112,0.0328515112
2252271,13,0,,,60,60
2252272,17,0,,,0.0328515112,0.0328515112
2252273,13,8,7,9.0909090909,70,70
2252274,10,8,15,11.111111111,120,120
2252275,17,0,,,0.92,0.92
2252276,16,0,,,,0
2252277,16,8,6,100,,0
2252278,16,0,,,14,14
2252279,24,0,,,27,27
2252280,1,0,,,18,18
2252281,10,3,93,68.888888889,42,42
2252282,1,0,,,1,8
2252283,10,3,19,51.351351351,18,18
2252284,17,0,,,1.16,1.16
2252285,10,0,,,188,188
2252286,17,3,17.97,59.9,12.03,12.03
2252287,16,0,,,,0
2252288,17,3,12,44.444444444,15,15
2252289,23,8,10,19.607843137,41,41
2252290,1,7,,,12.03,18.03
2252291,10,8,16,34.782608696,30,30
2252292,4,7,21,63.636363636,12,12
2252293,16,0,,,9.07,9.07
2252294,17,0,,,2.79,2.79
2252295,10,8,20,14.285714286,120,120
2252296,17,0,,,0.0328515112,0.0328515112
2252297,13,0,,,52,52
2252298,17,0,,,1.33,1.33
2252299,10,0,,,151,151
2252300,30,2,11,19.298245614,46,46
2252301,10,4,10.97,45.708333333,13.03,13.03
2252302,17,0,,,0.0328515112,0.0328515112
2252303,17,0,,,1.13,1.13
2252304,16,8,3,75,1,1
2252305,20,6,21,70,51,51
2252306,17,0,,,0.0328515112,0.0328515112
2252307,17,0,,,1.43,1.43
2252308,16,8,7,70,,3
2252309,13,0,,,63,63
2252310,16,0,,,63,63
2252311,17,3,2,4.347826087,44,44
2252312,17,0,,,4,4
2252313,17,0,,,6,6
2252314,16,8,5.97,19.9,24.03,24.03
2252315,13,0,,,21,21
2252316,10,0,,,46,46
2252318,18,0,,,18,18
2252319,10,8,32,17.021276596,156,156
2252320,17,0,,,30,30
2252321,10,2,47,27.976190476,121,121
2252322,26,0,,,70,70
2252323,17,4,,,9,18
2252324,29,8,12,33.333333333,24,24
2252325,17,0,,,21,21
2252326,10,8,107.96714849,99.969581934,0.0328515112,0.0328515112
2252327,10,8,9,15.789473684,48,48
2252328,10,0,,,,0
2252329,17,3,4.31,53.875,3.69,3.69
2252330,10,2,67,44.370860927,84,84
2252331,30,0,,,,1
2252332,18,0,,,12.03,12.03
2252333,13,7,18,100,,0
2252334,10,7,,,420,420
2252335,10,2,30,38.461538462,48,48
2252336,17,3,27,47.368421053,30,30
2252337,17,3,5,33.333333333,10,10
2252338,26,5,32,34.782608696,60,60
2252339,10,0,,,5,10
2252340,17,3,22,47.826086957,24,24
2252341,10,2,107,40.839694656,155,155
2252342,15,0,,,14,14
2252343,10,2,67,28.510638298,168,168
2252345,16,0,,,,0
2252346,10,4,17,70.833333333,7,7
2252347,10,0,,,60,60
2252348,15,0,,,,4
2252349,30,0,,,,1
2252350,16,2,11.57,38.566666667,18.43,18.43
2252351,10,2,90,83.333333333,18,18
2252352,7,8,37,38.144329897,60,60
2252353,10,3,24,34.285714286,46,46
2252354,17,3,9,19.565217391,37,37
2252355,10,2,28,60.869565217,18,18
2252357,13,0,,,24,24
2252358,17,4,4,33.333333333,,8
2252359,17,0,,,2.72,2.72
2252360,10,0,,,470,470
2252361,21,8,6,3.9735099338,145,145
2252362,13,0,,,95,95
2252363,16,2,5.9671484888,99.452474814,0.0328515112,0.0328515112
2252364,10,2,48,39.669421488,73,73
2252365,10,2,51,89.473684211,,6
2252366,16,2,36,63.157894737,21,21
2252367,16,0,,,8,8
2252368,10,8,6,22.222222222,21,21
2252369,10,0,,,13.03,13.03
2252370,17,3,1,12.5,7,7
2252371,10,0,,,13.03,13.03
2252372,10,0,,,15,15
2252373,7,8,72,92.307692308,6,6
2252374,17,2,16,34.782608696,30,30
2252375,16,0,,,41,41
2252376,10,2,96,57.142857143,72,72
2252377,17,3,9,42.857142857,12,12
2252378,10,0,,,60,60
2252379,17,7,4,50,,4
2252380,17,3,6.7,37.222222222,11.3,11.3
2252381,17,0,,,6,6
2252382,10,3,36,33.333333333,72,72
2252383,17,3,9.9671484888,99.671484888,0.0328515112,0.0328515112
2252384,17,0,,,6,6
2252385,1,1,18,60,48,48
2252386,10,8,82,31.297709924,180,180
2252387,16,2,33,100,,0
2252389,30,0,,,,0
2252390,16,7,29,50.877192982,28,28
2252391,24,0,,,16,16
2252392,10,3,9.7,80.833333333,0.3,2.3
2252393,16,0,,,41,41
2252394,24,0,,,15,15
2252395,13,8,,,2,2
2252396,17,2,22.42,93.416666667,1.58,1.58
2252397,4,4,17.97,59.9,12.03,12.03
2252398,13,2,27,100,,0
2252399,17,3,8,19.512195122,33,33
2252400,10,0,,,120,120
2252401,4,0,,,37,37
2252402,17,5,17,41.463414634,24,24
2252403,17,3,2.97,19.8,12.03,12.03
2252404,4,8,6,50,6,6
2252405,12,0,,,33,33
2252406,17,1,2,12.5,18,18
2252407,10,0,,,87,87
2252408,10,8,15,29.411764706,36,36
2252409,10,2,29,41.428571429,41,41
2252410,17,8,6,40,9,9
2252411,10,2,58,82.857142857,,12
2252412,10,3,3,20,12,12
2252413,17,0,,,27,27
2252414,17,0,,,0.62,0.62
2252415,16,2,8,25,24,24
2252416,17,3,9,60,6,6
2252417,17,0,,,41,41
2252418,17,3,6.31,63.1,3.69,3.69
2252419,1,8,5.97,33.166666667,12.03,12.03
2252420,10,0,,,87,87
2252421,10,2,96,40,144,144
2252422,30,0,,,,1
2252423,16,8,3,9.0909090909,30,30
2252424,17,0,,,12.03,12.03
2252425,10,8,17.967148489,99.817491605,0.0328515112,0.0328515112
2252426,17,3,9,19.565217391,37,37
2252427,27,8,180,50,180,180
2252428,17,0,,,,0
2252429,12,0,,,27,27
2252430,17,0,,,,0
2252431,17,0,,,,0
2252432,17,0,,,,0
2252433,17,0,,,,0
2252434,17,3,6,25,18,18
2252435,15,0,,,,6
2252436,1,3,2,25,6,6
2252437,17,0,,,1.13,1.13
2252438,29,8,6,50,,6
2252439,17,3,2.84,35.5,5.16,5.16
2252440,17,3,3.67,45.875,4.33,4.33
2252441,17,2,8.19,81.9,1.81,1.81
2252442,17,0,,,0.0328515112,0.0328515112
2252443,17,3,4.7,47,5.3,5.3
2252444,17,0,,,15,15
2252445,10,2,38,35.185185185,70,70
2252446,17,0,,,15,15
2252447,17,0,,,13,13
2252448,15,0,,,,6
2252449,17,3,12,57.142857143,9,9
2252450,16,8,12,100,,0
2252451,22,2,30,25,90,90
2252452,16,8,10,100,,0
2252453,25,0,,,27,27
2252454,17,0,,,0.92,0.92
2252455,10,0,,,87,87
2252456,16,8,18,100,,0
2252457,21,0,,,,6
2252458,10,6,135,642.85714286,156,156
2252459,4,0,,,46,46
2252460,10,2,5.97,33.166666667,12.03,12.03
2252461,10,0,,,84,84
2252462,17,8,15,26.315789474,42,42
2252463,27,8,100,34.246575342,192,192
2252464,26,0,,,57,57
2252465,26,2,7,13.725490196,44,44
2252466,7,7,50,57.471264368,37,37
2252468,10,2,75,35.714285714,135,135
2252469,16,0,,,,0
2252470,17,0,,,0.82,0.82
2252471,13,7,48,40,72,72
2252472,10,0,,,18,18
2252473,10,0,,,12.03,12.03
2252474,10,8,5,15.151515152,28,28
2252475,10,0,,,12.03,12.03
2252476,13,2,20,16.666666667,100,100
2252477,10,0,,,51,51
2252478,13,8,7,18.918918919,30,30
2252479,10,0,,,262,262
